Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
BDO Turekela,Internal,"BDO,AEE,WEO,BFO,SO,CP,JE,BPM Turekela Block",PURNANANDA PATEL,23-Oct-2025 06:00 PM,techsummary_554179.pdf (289.49 KB),1,3139948,DIPAK KUMAR AGRAWAL,21-Oct-2025 03:02 PM,Rejected-AOC,REJECTED,11-Dec-2025 01:16 PM,21-Nov-2025,"INR 2,486,621",180.0,PURNANANDA PATEL,11-Dec-2025 01:16 PM,workOrderGPLFBadbanki.pdf (242.00 KB),Finance,7 nos of bidders were submitted the bid document for the work Construction of GPLF office Building with market Complex at Badabanki. The bid documents were verified by the Tender Committee.,PURNANANDA PATEL,23-Oct-2025 05:56 PM,finance_554179.pdf,BOQ Comparative Chart,1.0,3142342.0,Kunja Bihari Sahu,INR,"2,113,876.13",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||TUREKELA Block,2025_PRBTR_118651_3,02/2025-26/TKL,Construction of GPLF office Building with market Complex at Badabanki,BDO Turekela,Internal,"BDO,AEE,WEO,BFO,SO,CP,JE,BPM Turekela Block",PURNANANDA PATEL,23-Oct-2025 06:10 PM,finsummary_554179.pdf (289.49 KB),AOC,Construction of GPLF office Building with market Complex at Badabanki,Construction of GPLF office Building with market Complex at Badabank under Turekela Block,please refer tender documents ,NA ,"24,86,621",Civil Works - Buildings,NA ,Tender,90.0,180.0,Turekela Block,767060.0,NA ,NA ,NA ,"O/O BDO, Turekela",No ,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||TUREKELA Block,02/2025-26/TKL,2025_PRBTR_118651_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"24,866",Yes,fixed,,Nil,Nil,26-Sep-2025 11:00 AM,23-Oct-2025 11:00 AM,26-Sep-2025 11:00 AM,22-Oct-2025 05:00 PM,26-Sep-2025 11:00 AM ,21-Oct-2025 05:30 PM ,26-Sep-2025 11:00 AM,22-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSTIN REGISTRATION CERTIFICATE AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN,"6,000",Nil,Nil,No,"BDO,Turekela","Panchayat samiti,Turekela",AOC
,,,,,,2,3142342,Kunja Bihari Sahu,22-Oct-2025 01:58 PM,Accepted-AOC,SELECTED LOWEST BID,11-Dec-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,AOC
,,,,,,3,3111338,NARENDRA PANIKA,19-Oct-2025 10:29 PM,Rejected-AOC,REJECTED,11-Dec-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3136382,PITAMBAR TANDI,19-Oct-2025 08:28 PM,Rejected-AOC,REJECTED,11-Dec-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3124476,PRAJNYA PRIYADARSHINI PANDA,12-Oct-2025 05:45 PM,Rejected-AOC,REJECTED,11-Dec-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3121664,SATISH KUMAR MOHANTY,10-Oct-2025 05:45 PM,Rejected-Technical,Insufficient document,23-Oct-2025 06:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3102057,SWAYAM LATH,06-Oct-2025 10:49 AM,Rejected-AOC,REJECTED,11-Dec-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
