Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"7,080",0.0,Nil,Nil,No,"12,156",Yes,percentage,1.0%,Nil,Nil,Revival of Sanajunabani TW LIP under Kuliana Block in Mayurbhanj District,Revival of Sanajunabani TW LIP under Kuliana Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"12,15,550",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,EE MLI Division Baripada,No ,No,EE MLI Division Baripada,EE MLI Division Baripada In front of stadium Bhonjpur Baripada Mayurbhanj 757002,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,02-Apr-2025 11:00 AM ,09-Apr-2025 05:00 PM ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,17-May-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender paper Cost EMD GST PAN Civil HT License Experience Joint Venture etc as per DTCN,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,2025_OLIC_112089_24,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1,2882092,BHAVANI SHANKAR SAHU,11-Apr-2025 02:32 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:05 PM,04-Aug-2025,"INR 1,219,340",90.0,AMRUTA KUMAR BAGH,08-Aug-2025 04:13 PM,Sanajunabani.pdf (318.00 KB),Finance,Accepted,AMRUTA KUMAR BAGH,24-May-2025 10:26 AM,finance_534906.pdf,BOQ Comparative Chart,1.0,Tender_Revocation_Corrigendum,Tender_Revocation_Corrigendum,14-May-2025 12:57 PM,Tender_Revocation_Corrigendum.pdf ,128.5,Technical Opening,Amruta Bagh,Internal,,AMRUTA KUMAR BAGH,16-May-2025 11:58 AM,17-May-2025 11:00 AM,techsummary_534906.pdf (2477.25 KB),Amruta Kumar Bagh,Internal,,AMRUTA KUMAR BAGH,20-Jun-2025 01:05 PM,finsummary_534906.pdf (2256.50 KB),Technical,Accepted,AMRUTA KUMAR BAGH,15-May-2025 01:03 PM,technical_534906.pdf,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_112089_24,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,Revival of Sanajunabani TW LIP under Kuliana Block in Mayurbhanj District,1.0,2882165.0,NABIN KUMAR PAL,INR,"1,219,340",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2880858,GOPINATH DAS,11-Apr-2025 01:55 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2882194,M/S.BAISAKHI CONSTRUCTION PVT.LTD,11-Apr-2025 01:40 PM,Rejected-AOC,L2,08-Aug-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2882165,NABIN KUMAR PAL,11-Apr-2025 03:49 PM,Accepted-AOC,L1,08-Aug-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2881456,SANJAY KUMAR PATRA,10-Apr-2025 10:01 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
