Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Amarjit Behera,Internal,"1.Amarjit Behera, ACEM, 2.Dasaratha Hembram, SEMDH, 3.Anita Sethy, Asst. to ACEM, 4.Ajit Tirkey, JEM, 5.Sasmita Barik, JEM",AMARJIT BEHERA,10-Sep-2025 05:23 PM,techsummary_547853.pdf (301.95 KB),1,3029261,ABHISEKH ENTERPRISERS,09-Aug-2025 09:19 AM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,04-Oct-2025,"INR 1,358,836",60.0,AMARJIT BEHERA,24-Nov-2025 03:54 PM,AOCBinjaranalla.pdf (391.00 KB),1.0,3026477.0,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",INR,"1,358,836",Finance,Admitted for further evaluation process.,AMARJIT BEHERA,10-Sep-2025 05:04 PM,finance_547853.pdf,BOQ Comparative Chart,Amarjit Behera,Internal,"1.Amarjit Behera, ACEM, 2.Dasaratha Hembram, SEMDH, 3.Anita Sethy, Asst. to ACEM, 4.Ajit Tirkey, JEM, 5.Sasmita Barik, JEM",AMARJIT BEHERA,10-Sep-2025 05:43 PM,finsummary_547853.pdf (301.95 KB),"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Mech Divn, Ambaguda",2025_CEMWR_116257_3,ACEMC/MDRGL-01/2025-26,"Fabrication and Erection of six Nos. of Scouring Sluice Gates of Binjara Nalla-I Check Dam in Gondia Block under Superintending Engineer, Minor Irrigation Division, Dhenkanal for the year 2025-26.",AOC,31-Jul-2025 10:00 AM,11-Aug-2025 11:00 AM,31-Jul-2025 10:00 AM,09-Aug-2025 05:30 PM,31-Jul-2025 10:00 AM ,09-Aug-2025 05:30 PM ,31-Jul-2025 10:00 AM,09-Aug-2025 05:30 PM,"Fabrication and Erection of six Nos. of Scouring Sluice Gates of Binjara Nalla-I Check Dam in Gondia Block under Superintending Engineer, Minor Irrigation Division, Dhenkanal for the year 2025-26.","Fabrication and Erection of six Nos. of Scouring Sluice Gates of Binjara Nalla-I Check Dam in Gondia Block under Superintending Engineer, Minor Irrigation Division, Dhenkanal for the year 2025-26.",Please refer Tender documents. ,NA ,,Mechanical Works,NA ,Tender,90.0,60.0,Gondia Block,759016.0,NA ,NA ,NA ,"O/o The ACE, Mechanical Circle, Hirakud",No ,No,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Mech Divn, Ambaguda",ACEMC/MDRGL-01/2025-26,2025_CEMWR_116257_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, EPF, ESI AND ALL OTHER DOCUMENTS AS PER DTCN","16,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,Additional Chief Engineer,"O/o The ACE, Mechanical Circle, Hirakud","6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3026477,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Aug-2025 06:31 PM,Accepted-AOC,1st lowest bidder after the lottery process.,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,3,3024262,BANASHREE BHUYAN,09-Aug-2025 12:55 PM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3024158,LAXMIDHRA BHUYAN,09-Aug-2025 11:59 AM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3024136,M/S Abirvab Steel Product,09-Aug-2025 03:45 PM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3020075,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,07-Aug-2025 09:29 PM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3022825,M/S Ashreebad Fabricators,09-Aug-2025 01:13 PM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3020057,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,07-Aug-2025 09:25 PM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3029076,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,09-Aug-2025 07:54 AM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3029057,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",08-Aug-2025 10:49 PM,Rejected-AOC,Not qualified after lottery process,24-Nov-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
