EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"37,180",Yes,fixed,,Nil,Nil,"CONSTRUCTION OF 1 NO OF D TYPE QUARTER AT PHC, HARIHARJORE UNDER BMPUR BLOCK IN THE DISTRICT OF SONEPUR FOR THE YEAR 2024-25.",CIVIL BUILDING WORK,Please refer Tender documents. ,NA ,"37,18,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",26-Sep-2025 03:00 PM,14-Oct-2025 11:00 AM,26-Sep-2025 03:00 PM,13-Oct-2025 05:00 PM,26-Sep-2025 03:00 PM ,10-Oct-2025 04:00 PM ,26-Sep-2025 03:00 PM,13-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-02 of 2025-26.,2025_CERWI_118716_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,15-Jan-2026,"INR 3,161,138",180.0,Subhrata Meher,15-Jan-2026 08:39 PM,AOC.pdf (504.00 KB),1,3123710,DIGAMBARA SAHU,11-Oct-2025 08:59 PM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,Er Subhrata Meher,Internal,,Subhrata Meher,15-Jan-2026 08:24 PM,techsummary_554250.pdf (204.05 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_118716_1,BI No.Tender Online SNPR-02 of 2025-26.,"CONSTRUCTION OF 1 NO OF D TYPE QUARTER AT PHC, HARIHARJORE UNDER BMPUR BLOCK IN THE DISTRICT OF SONEPUR FOR THE YEAR 2024-25.",Er Subhrata Meher,Internal,,Subhrata Meher,15-Jan-2026 08:27 PM,finsummary_554250.pdf (204.05 KB),Finance,08 nos of Bidders appeared.,Subhrata Meher,16-Oct-2025 04:27 PM,finance_554250.pdf,BOQ Comparative Chart,1.0,3113173.0,DURGESH PANDA,INR,"3,161,138",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3113173,DURGESH PANDA,13-Oct-2025 01:22 PM,Accepted-AOC,Work awarded in regular lottery system,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3122744,LABA MEHER,13-Oct-2025 12:20 PM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3109818,LOKESH PUROHIT,04-Oct-2025 04:56 PM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3123747,RAKUN MISHRA,11-Oct-2025 09:46 PM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3120992,RUDRAPRAKASH BEHERA,09-Oct-2025 08:53 PM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3125357,SHIBA NARAYAN PUROHIT,13-Oct-2025 12:04 PM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3121624,SRIKANTA PRADHAN,10-Oct-2025 11:58 AM,Rejected-AOC,Rejected,15-Jan-2026 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
