S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1,3025623,AAKAR ASSOCIATES,06-Aug-2025 02:26 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,22-Oct-2025,"INR 2,022,583.42",90.0,Janak Kumar Balabantaray,22-Oct-2025 11:55 AM,2397_Kalimela.pdf (1033.00 KB),Finance,BID opening summary,Janak Kumar Balabantaray,22-Oct-2025 11:44 AM,finance_547640.pdf,BOQ Comparative Chart,ER JANAK KUMAR BALABANTARAY SE,Internal,SRI SANDEEP TIWARY DAO ER. DEEPAK KUMAR PRADHAN AE (ESTIMATOR),Janak Kumar Balabantaray,22-Oct-2025 11:51 AM,finsummary_547640.pdf (5027.19 KB),ER JANAK KUMAR BALABANTARAY SE,Internal,SRI SANDEEP TIWARY DAO ER. DEEPAK KUMAR PRADHAN AE (ESTIMATOR),Janak Kumar Balabantaray,22-Oct-2025 11:48 AM,techsummary_547640.pdf (5027.19 KB),Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Malkangiri,2025_RWSS_116178_2,RWSS_MKG_ONLINE_02/2025-26,"Supply, installation, testing and commissioning of 7 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Kalimela Block in Malkangiri District",1.0,3025089.0,RINESH KUMAR AGRAWAL,INR,"2,022,583.42",AOC,"Supply, installation, testing and commissioning of 7 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Kalimela Block in Malkangiri District","Supply, installation, testing and commissioning of 7 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Kalimela Block in Malkangiri District",Please refer Tender documents. ,NA ,"23,79,230",Civil Works - Water Works,NA ,Tender,120.0,90.0,EE RWSS Malkangiri,764048.0,NA ,NA ,NA ,EE RWSS Malkangiri,No ,No,EE RWSS Malkangiri,"AT MV 02, NEAR FIRE STATION, MALKANGIRI","23,792",Yes,percentage,1.0%,Nil,Nil,28-Jul-2025 09:00 AM,07-Aug-2025 11:00 AM,28-Jul-2025 09:00 AM,06-Aug-2025 05:00 PM,28-Jul-2025 09:00 AM ,04-Aug-2025 05:00 PM ,28-Jul-2025 09:00 AM,06-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Malkangiri,RWSS_MKG_ONLINE_02/2025-26,2025_RWSS_116178_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, GSTIN, PAN, EXPERIENCE, FINANCIAL TURN OVER, T AND P ETC.",AOC
2,3021962,AMIT KUMAR AGRAWAL,04-Aug-2025 09:57 AM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
3,3024317,DILLIP KUMAR BEHERA,05-Aug-2025 12:57 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3024266,Greenco Systems Private Limited,05-Aug-2025 12:32 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3024988,JOY SOLAR PVT LTD,06-Aug-2025 03:40 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3024947,Kailash Kumar Agrawal,06-Aug-2025 02:15 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3025904,MAA ENTERPRISES,06-Aug-2025 04:28 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3024973,M/S SOLAMIO AGRO INDIA LLP,06-Aug-2025 01:09 PM,Rejected-Technical,Due to non submission of EMD,22-Oct-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3025067,PINKI AGRAWAL,06-Aug-2025 11:59 AM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3025832,PRADEEP SWARNAKAR,06-Aug-2025 02:59 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
