Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
28-Jul-2025 09:00 AM,07-Aug-2025 11:00 AM,28-Jul-2025 09:00 AM,06-Aug-2025 05:00 PM,28-Jul-2025 09:00 AM ,04-Aug-2025 05:00 PM ,28-Jul-2025 09:00 AM,06-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, GSTIN, PAN, EXPERIENCE, FINANCIAL TURN OVER, T AND P ETC.","20,393",Yes,percentage,1.0%,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Malkangiri,RWSS_MKG_ONLINE_02/2025-26,2025_RWSS_116178_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"Supply, installation, testing and commissioning of 6 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Mathili Block in Malkangiri District","Supply, installation, testing and commissioning of 6 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Mathili Block in Malkangiri District",Please refer Tender documents. ,NA ,"20,39,340",Civil Works - Water Works,NA ,Tender,120.0,90.0,EE RWSS Malkangiri,764048.0,NA ,NA ,NA ,EE RWSS Malkangiri,No ,No,EE RWSS Malkangiri,"AT MV 02, NEAR FIRE STATION, MALKANGIRI",1.0,ICICI BANK,AOC,1,3025710,AAKAR ASSOCIATES,06-Aug-2025 02:42 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,ER JANAK KUMAR BALABANTARAY SE,Internal,SRI SANDEEP TIWARY DAO ER.DEEPAK KUMAR PRADHAN AE(ESTIMATOR),Janak Kumar Balabantaray,22-Oct-2025 12:23 PM,finsummary_547644.pdf (5959.61 KB),Finance,BID opening summary,Janak Kumar Balabantaray,22-Oct-2025 11:58 AM,finance_547644.pdf,BOQ Comparative Chart,22-Oct-2025,"INR 1,733,642.93",90.0,Janak Kumar Balabantaray,22-Oct-2025 12:27 PM,2398_Mathili.pdf (966.00 KB),ER JANAK KUMAR BALABANTARAY SE,Internal,SRI SANDEEP TIWARY DAO ER.DEEPAK KUMAR PRADHAN AE(ESTIMATOR),Janak Kumar Balabantaray,22-Oct-2025 12:18 PM,techsummary_547644.pdf (5959.62 KB),1.0,3025074.0,PINKI AGRAWAL,INR,"1,733,642.93",Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Malkangiri,2025_RWSS_116178_6,RWSS_MKG_ONLINE_02/2025-26,"Supply, installation, testing and commissioning of 6 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Mathili Block in Malkangiri District",AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3021953,AMIT KUMAR AGRAWAL,04-Aug-2025 09:49 AM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3024327,DILLIP KUMAR BEHERA,05-Aug-2025 01:08 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3024581,Greenco Systems Private Limited,05-Aug-2025 01:58 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3025906,Hrusikesh Sethi,06-Aug-2025 04:19 PM,Rejected-AOC,L3,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3025005,JOY SOLAR PVT LTD,06-Aug-2025 03:56 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3024954,Kailash Kumar Agrawal,06-Aug-2025 02:25 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3025992,MAA ENTERPRISES,06-Aug-2025 04:53 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3024655,M/S SOLAMIO AGRO INDIA LLP,06-Aug-2025 01:31 PM,Rejected-Technical,Due to non submission of EMD,22-Oct-2025 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3025074,PINKI AGRAWAL,06-Aug-2025 12:28 PM,Accepted-AOC,L1 in transparent lottery system,22-Oct-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
