Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Tender has successfully open,Bhuban Kumar Satpathy,11-Sep-2023 01:02 PM,,BOQ Comparative Chart,1.0,2234985.0,TIKELAL MAHATTAM,INR,"1,616,102",Municipal Bodies||Barpali NAC,2023_ORULB_92824_12,EOBRP/02/2023-24,Construction of Paver Road over Kutcha Road from Electric office to MCC 2 in ward no.02( including Periodical Maintenance of 3 Years),"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,19-Oct-2023 04:56 PM,finsummary_451064.pdf (534.08 KB),"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,11-Oct-2023 11:48 AM,techsummary_451064.pdf (534.08 KB),25-Oct-2023,"INR 1,616,102",60.0,Bhuban Kumar Satpathy,21-Nov-2023 10:41 AM,AOC12.pdf (261.00 KB),Work order issued,1,2234472,Abhilash Padhan,06-Sep-2023 10:48 PM,Rejected-AOC,2nd lowest,21-Nov-2023 10:41 AM,AOC,"Executive Officer, NAC Barpali","Office of the E.O, Barpali NAC",1,ICICI BANK,22-Aug-2023 11:00 AM,11-Sep-2023 11:00 AM,22-Aug-2023 11:00 AM,09-Sep-2023 05:00 PM,22-Aug-2023 11:00 AM ,01-Sep-2023 05:00 PM ,22-Aug-2023 11:00 AM,09-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Extension of Date,Date,,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Municipal Bodies||Barpali NAC,EOBRP/02/2023-24,2023_ORULB_92824_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Paver Road over Kutcha Road from Electric office to MCC 2 in ward no.02( including Periodical Maintenance of 3 Years),Construction of Paver Road over Kutcha Road,Please refer Tender documents. ,NA ,"16,16,112",Civil Works - Roads,NA ,Tender,120.0,60.0,Barpali,768029.0,NA ,NA ,NA ,"Office of the E.O, Barpali NAC",No ,No,"16,161",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2234985,TIKELAL MAHATTAM,06-Sep-2023 11:03 PM,Accepted-AOC,1st lowest,21-Nov-2023 10:41 AM,AOC,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,.pdf,"BIDCOST, EMD, PAN, GSTN, NO RELATION CERTIFICATE, AFFIDAVIT, REGISTRATION CERTIFICATE etc asper DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
